Time, Date, Latitude, Longitude, Temperature, Humidity, PM low pulse occupancy, PM ration, PM concentration, 
21:20:44.0 29/4/2015, 38.43342208, -78.86185455, 25.10, 30.30, 0, 0.00, 0.62, 
21:20:46.0 29/4/2015, 38.43342208, -78.86185455, 25.00, 30.40, 0, 0.00, 0.62, 
21:20:48.0 29/4/2015, 38.43342208, -78.86185455, 24.80, 30.70, 0, 0.00, 0.62, 
21:20:50.0 29/4/2015, 38.43342208, -78.86185455, 25.50, 30.80, 0, 0.00, 0.62, 
21:20:52.984 29/4/2015, 38.43341827, -78.86186218, 24.70, 31.10, 0, 0.00, 0.62, 
21:20:55.0 29/4/2015, 38.43341827, -78.86185455, 24.80, 31.80, 0, 0.00, 0.62, 
21:20:56.984 29/4/2015, 38.43341827, -78.86185455, 1663.30, 32.20, 0, 0.00, 0.62, 
21:21:0.0 29/4/2015, 38.43342208, -78.86185455, 24.90, 32.60, 0, 0.00, 0.62, 
21:21:2.0 29/4/2015, 38.43342208, -78.86185455, 25.00, 33.40, 0, 0.00, 0.62, 
21:21:4.0 29/4/2015, 38.43342208, -78.86185455, 25.00, 33.20, 0, 0.00, 0.62, 
21:21:7.0 29/4/2015, 38.43342208, -78.86185455, 24.90, 32.30, 24267, 2.43, 1255.85, 
21:21:8.984 29/4/2015, 38.43342208, -78.86185455, 24.90, 32.10, 0, 0.00, 0.62, 
21:21:11.0 29/4/2015, 38.43341827, -78.86185455, 24.90, 30.20, 0, 0.00, 0.62, 
21:21:14.0 29/4/2015, 38.43341827, -78.86185455, 24.90, 29.10, 0, 0.00, 0.62, 
21:21:16.0 29/4/2015, 38.43341827, -78.86185455, 24.80, 28.60, 0, 0.00, 0.62, 
21:21:18.0 29/4/2015, 38.43342590, -78.86185455, 434.40, 28.80, 54047, 5.40, 2873.73, 
21:21:20.0 29/4/2015, 38.43341827, -78.86185455, 24.70, 29.70, 72930, 7.29, 4017.56, 
21:21:23.0 29/4/2015, 38.43342208, -78.86184692, 24.60, 29.70, 0, 0.00, 0.62, 
21:21:24.984 29/4/2015, 38.43342208, -78.86185455, 24.60, 29.40, 0, 0.00, 0.62, 
21:21:27.0 29/4/2015, 38.43341827, -78.86185455, 126.90, 29.60, 0, 0.00, 0.62, 
21:21:30.0 29/4/2015, 38.43342208, -78.86185455, 24.50, 30.80, 0, 0.00, 0.62, 
21:21:32.0 29/4/2015, 38.43342208, -78.86185455, 25.20, 29.80, 0, 0.00, 0.62, 
21:21:34.0 29/4/2015, 38.43341827, -78.86185455, 1662.80, 29.50, 0, 0.00, 0.62, 
21:21:36.984 29/4/2015, 38.43341827, -78.86185455, 24.50, 30.00, 0, 0.00, 0.62, 
21:21:39.0 29/4/2015, 38.43341827, -78.86185455, 1662.90, 31.00, 0, 0.00, 0.62, 
21:21:40.984 29/4/2015, 38.43342208, -78.86185455, -24.50, 30.70, 0, 0.00, 0.62, 
21:21:43.0 29/4/2015, 38.43342208, -78.86185455, 1662.90, 31.40, 11435, 1.14, 591.92, 
21:21:46.0 29/4/2015, 38.43342208, -78.86184692, 24.60, 32.80, 59242, 5.92, 3176.55, 
21:21:48.0 29/4/2015, 38.43342590, -78.86185455, 24.60, 33.50, 42134, 4.21, 2206.41, 
21:21:50.0 29/4/2015, 38.43342590, -78.86185455, 24.70, 34.40, 113191, 11.32, 6994.94, 
21:21:52.984 29/4/2015, 38.43342590, -78.86184692, 24.80, 33.70, 74377, 7.44, 4110.60, 
21:21:55.0 29/4/2015, 38.43342590, -78.86184692, 24.90, 32.50, 37339, 3.73, 1946.53, 
21:21:56.984 29/4/2015, 38.43342590, -78.86184692, 1663.30, 32.10, 0, 0.00, 0.62, 
21:22:0.0 29/4/2015, 38.43342590, -78.86184692, 24.80, 32.60, 0, 0.00, 0.62, 
21:22:2.0 29/4/2015, 38.43342590, -78.86184692, 25.30, 30.70, 0, 0.00, 0.62, 
21:22:4.0 29/4/2015, 38.43342590, -78.86184692, 24.40, 29.60, 66089, 6.61, 3588.80, 
21:22:6.0 29/4/2015, 38.43342590, -78.86184692, 24.30, 29.50, 104987, 10.50, 6314.01, 
21:22:8.984 29/4/2015, 38.43342590, -78.86184692, 24.30, 29.60, 0, 0.00, 0.62, 
21:22:11.0 29/4/2015, 38.43342590, -78.86184692, 24.30, 30.40, 0, 0.00, 0.62, 
21:22:12.984 29/4/2015, 38.43342590, -78.86184692, 24.30, 31.30, 29454, 2.95, 1527.37, 
21:22:16.0 29/4/2015, 38.43342971, -78.86184692, 24.30, 32.20, 0, 0.00, 0.62, 
21:22:18.0 29/4/2015, 38.43342971, -78.86184692, -999.00, -999.00, 0, 0.00, 0.62, 
21:22:20.0 29/4/2015, 38.43342971, -78.86184692, 24.10, 36.50, 0, 0.00, 0.62, 
21:22:23.0 29/4/2015, 38.43342971, -78.86184692, 24.10, 34.30, 0, 0.00, 0.62, 
21:22:24.984 29/4/2015, 38.43342971, -78.86184692, 24.50, 32.30, 0, 0.00, 0.62, 
21:22:27.0 29/4/2015, 38.43342971, -78.86184692, 24.20, 31.10, 0, 0.00, 0.62, 
21:22:28.984 29/4/2015, 38.43342971, -78.86184692, 24.30, 30.30, 0, 0.00, 0.62, 
21:22:32.0 29/4/2015, 38.43342971, -78.86184692, 24.30, 30.60, 0, 0.00, 0.62, 
21:22:34.0 29/4/2015, 38.43342971, -78.86184692, 24.30, 31.00, 20, 0.00, 1.66, 
21:22:36.0 29/4/2015, 38.43342971, -78.86184692, 24.30, 33.00, 0, 0.00, 0.62, 
21:22:39.0 29/4/2015, 38.43342971, -78.86184692, 24.20, 31.50, 0, 0.00, 0.62, 
21:22:40.984 29/4/2015, 38.43342971, -78.86184692, 24.10, 31.20, 0, 0.00, 0.62, 
21:22:43.0 29/4/2015, 38.43342971, -78.86184692, 24.00, 31.30, 78535, 7.85, 4382.89, 
21:22:46.0 29/4/2015, 38.43342971, -78.86184692, 23.80, 31.70, 0, 0.00, 0.62, 
21:22:48.0 29/4/2015, 38.43342971, -78.86184692, 1662.00, 30.10, 0, 0.00, 0.62, 
21:22:50.0 29/4/2015, 38.43342971, -78.86184692, 23.50, 29.50, 0, 0.00, 0.62, 
21:22:52.984 29/4/2015, 38.43342971, -78.86184692, 23.60, 29.70, 0, 0.00, 0.62, 
21:22:55.0 29/4/2015, 38.43342971, -78.86184692, 23.80, 29.30, 26782, 2.68, 1387.16, 
21:22:56.984 29/4/2015, 38.43342971, -78.86184692, 24.00, 29.10, 9292, 0.93, 481.41, 
21:22:59.0 29/4/2015, 38.43342971, -78.86184692, 24.10, 29.10, 133383, 13.34, 8870.80, 
21:23:2.0 29/4/2015, 38.43342971, -78.86184692, 24.20, 29.30, 26025, 2.60, 1347.57, 
21:23:4.0 29/4/2015, 38.43342971, -78.86184692, 24.30, 30.20, 24656, 2.47, 1276.12, 
21:23:6.0 29/4/2015, 38.43342971, -78.86184692, 434.10, 31.10, 5356, 0.54, 278.21, 
21:23:8.984 29/4/2015, 38.43342971, -78.86184692, 24.80, 30.70, 62083, 6.21, 3345.69, 
21:23:11.0 29/4/2015, 38.43342971, -78.86184692, 1663.30, 31.00, 0, 0.00, 0.62, 
21:23:12.984 29/4/2015, 38.43342590, -78.86184692, 25.10, 31.50, 0, 0.00, 0.62, 
21:23:16.0 29/4/2015, 38.43342971, -78.86184692, 25.40, 32.20, 0, 0.00, 0.62, 
21:23:18.0 29/4/2015, 38.43343353, -78.86184692, 25.60, 32.60, 0, 0.00, 0.62, 
21:23:20.0 29/4/2015, 38.43343734, -78.86184692, 25.80, 31.70, 0, 0.00, 0.62, 
21:23:22.0 29/4/2015, 38.43344497, -78.86185455, 1664.40, 31.30, 0, 0.00, 0.62, 
21:23:24.984 29/4/2015, 38.43344879, -78.86185455, 26.10, 31.50, 0, 0.00, 0.62, 
21:23:27.0 29/4/2015, 38.43344879, -78.86186218, 27.10, 31.90, 0, 0.00, 0.62, 
21:23:28.984 29/4/2015, 38.43345642, -78.86185455, 28.00, 31.90, 0, 0.00, 0.62, 
21:23:32.0 29/4/2015, 38.43346405, -78.86184692, 26.50, 32.10, 0, 0.00, 0.62, 
21:23:34.0 29/4/2015, 38.43347167, -78.86184692, 26.60, 32.00, 0, 0.00, 0.62, 
21:23:36.0 29/4/2015, 38.43347549, -78.86183929, 845.90, 31.80, 0, 0.00, 0.62, 
21:23:39.0 29/4/2015, 38.43347167, -78.86183929, 26.80, 31.60, 0, 0.00, 0.62, 
21:23:40.984 29/4/2015, 38.43347167, -78.86184692, 26.90, 30.80, 0, 0.00, 0.62, 
21:23:43.0 29/4/2015, 38.43347167, -78.86184692, 27.00, 30.60, 0, 0.00, 0.62, 
21:23:46.0 29/4/2015, 38.43346786, -78.86184692, 27.10, 31.60, 0, 0.00, 0.62, 
21:23:48.0 29/4/2015, 38.43346786, -78.86184692, 27.20, 32.60, 0, 0.00, 0.62, 
21:23:50.0 29/4/2015, 38.43346405, -78.86185455, 27.30, 32.20, 0, 0.00, 0.62, 
21:23:52.984 29/4/2015, 38.43346405, -78.86185455, 27.30, 31.90, 0, 0.00, 0.62, 
21:23:55.0 29/4/2015, 38.43346023, -78.86185455, 27.40, 31.80, 0, 0.00, 0.62, 
21:23:56.984 29/4/2015, 38.43346023, -78.86185455, 27.50, 31.60, 0, 0.00, 0.62, 
21:23:59.0 29/4/2015, 38.43345642, -78.86185455, 27.50, 31.70, 0, 0.00, 0.62, 
21:24:2.0 29/4/2015, 38.43345260, -78.86185455, 27.60, 30.70, 0, 0.00, 0.62, 
21:24:4.0 29/4/2015, 38.43345260, -78.86185455, 27.70, 30.00, 0, 0.00, 0.62, 
21:24:6.0 29/4/2015, 38.43344879, -78.86185455, 27.70, 29.30, 0, 0.00, 0.62, 
21:24:8.0 29/4/2015, 38.43344879, -78.86185455, 27.70, 28.70, 0, 0.00, 0.62, 
21:24:11.0 29/4/2015, 38.43344879, -78.86185455, 27.70, 28.70, 84621, 8.46, 4795.35, 
21:24:12.984 29/4/2015, 38.43345260, -78.86186218, 27.50, 28.60, 0, 0.00, 0.62, 
21:24:15.0 29/4/2015, 38.43344879, -78.86185455, 27.40, 29.80, 26237, 2.62, 1358.65, 
21:24:18.0 29/4/2015, 38.43344879, -78.86185455, 27.90, 30.60, 0, 0.00, 0.62, 
21:24:20.0 29/4/2015, 38.43344497, -78.86186218, 27.50, 29.90, 70364, 7.04, 3854.62, 
21:24:22.0 29/4/2015, 38.43344497, -78.86186218, 27.40, 28.70, 92465, 9.25, 5353.52, 
21:24:24.0 29/4/2015, 38.43343734, -78.86186981, 27.30, 28.00, 0, 0.00, 0.62, 
21:24:27.0 29/4/2015, 38.43343734, -78.86186218, 27.10, 27.80, 0, 0.00, 0.62, 
21:24:28.984 29/4/2015, 38.43343353, -78.86186218, 27.00, 27.40, 72279, 7.23, 3975.97, 
21:24:31.0 29/4/2015, 38.43343353, -78.86186218, 26.90, 26.40, 0, 0.00, 0.62, 
21:24:34.0 29/4/2015, 38.43343353, -78.86188507, 26.90, 25.60, 0, 0.00, 0.62, 
21:24:36.0 29/4/2015, 38.43343734, -78.86188507, 27.10, 26.20, 0, 0.00, 0.62, 
21:24:38.0 29/4/2015, 38.43343734, -78.86189270, 436.70, 25.70, 0, 0.00, 0.62, 
21:24:40.984 29/4/2015, 38.43344879, -78.86188507, 27.20, 25.40, 0, 0.00, 0.62, 
21:24:43.0 29/4/2015, 38.43344879, -78.86189270, 27.20, 25.60, 0, 0.00, 0.62, 
21:24:44.984 29/4/2015, 38.43344497, -78.86189270, 27.00, 25.70, 0, 0.00, 0.62, 
21:24:48.0 29/4/2015, 38.43344497, -78.86189270, 26.80, 25.40, 0, 0.00, 0.62, 
21:24:50.0 29/4/2015, 38.43344879, -78.86189270, 26.80, 26.30, 0, 0.00, 0.62, 
21:24:52.0 29/4/2015, 38.43344879, -78.86189270, 26.70, 27.00, 100377, 10.04, 5949.84, 
21:24:55.0 29/4/2015, 38.43346405, -78.86190032, 26.60, 27.30, 0, 0.00, 0.62, 
21:24:56.984 29/4/2015, 38.43348312, -78.86193084, 26.80, 27.70, 0, 0.00, 0.62, 
21:24:59.0 29/4/2015, 38.43349075, -78.86195373, 26.80, 27.60, 0, 0.00, 0.62, 
21:25:0.984 29/4/2015, 38.43349075, -78.86198425, 26.70, 27.40, 0, 0.00, 0.62, 
21:25:4.0 29/4/2015, 38.43349456, -78.86204528, 26.60, 27.90, 0, 0.00, 0.62, 
21:25:6.0 29/4/2015, 38.43349838, -78.86208343, 26.60, 28.10, 25527, 2.55, 1321.56, 
21:25:8.0 29/4/2015, 38.43350601, -78.86211395, 26.60, 28.40, 29494, 2.95, 1529.47, 
21:25:11.0 29/4/2015, 38.43351364, -78.86216735, 1664.90, 28.50, 62737, 6.27, 3385.00, 
21:25:12.984 29/4/2015, 38.43351364, -78.86219024, 26.40, 29.40, 59063, 5.91, 3165.98, 
21:25:15.0 29/4/2015, 38.43351364, -78.86220550, 26.20, 28.50, 60578, 6.06, 3255.76, 
21:25:18.0 29/4/2015, 38.43351364, -78.86225128, 26.10, 28.90, 16043, 1.60, 829.62, 
21:25:20.0 29/4/2015, 38.43351364, -78.86228942, 26.00, 29.80, 28893, 2.89, 1497.87, 
21:25:22.0 29/4/2015, 38.43351745, -78.86231994, 25.90, 28.40, 63242, 6.32, 3415.45, 
21:25:24.984 29/4/2015, 38.43351745, -78.86238861, 1664.50, 28.00, 0, 0.00, 0.62, 
21:25:27.0 29/4/2015, 38.43351745, -78.86243438, 25.60, 27.90, 0, 0.00, 0.62, 
21:25:28.984 29/4/2015, 38.43351745, -78.86247253, 25.60, 28.60, 16373, 1.64, 846.66, 
21:25:32.0 29/4/2015, 38.43350601, -78.86253356, 25.50, 28.50, 17244, 1.72, 891.65, 
21:25:34.0 29/4/2015, 38.43349838, -78.86257171, 25.50, 28.70, 830, 0.08, 43.75, 
21:25:36.0 29/4/2015, 38.43350601, -78.86261749, 25.40, 28.90, 0, 0.00, 0.62, 
21:25:39.0 29/4/2015, 38.43350982, -78.86267089, 25.50, 1666.60, 17957, 1.80, 928.50, 
21:25:40.984 29/4/2015, 38.43350982, -78.86270904, 25.50, 27.80, 45643, 4.56, 2399.49, 
21:25:43.0 29/4/2015, 38.43349838, -78.86274719, 25.50, 27.60, 0, 0.00, 0.62, 
21:25:44.984 29/4/2015, 38.43349456, -78.86278533, -26.40, 27.90, 0, 0.00, 0.62, 
21:25:48.0 29/4/2015, 38.43348312, -78.86283874, 25.60, 27.60, 62103, 6.21, 3346.89, 
21:25:50.0 29/4/2015, 38.43348312, -78.86288452, 25.70, 27.40, 0, 0.00, 0.62, 
21:25:52.0 29/4/2015, 38.43347549, -78.86292266, 25.80, 28.20, 0, 0.00, 0.62, 
21:25:55.0 29/4/2015, 38.43346023, -78.86296844, 25.80, 29.30, 0, 0.00, 0.62, 
21:25:56.984 29/4/2015, 38.43345260, -78.86301422, 25.90, 28.40, 0, 0.00, 0.62, 
21:25:59.0 29/4/2015, 38.43344879, -78.86305236, 25.90, 27.70, 0, 0.00, 0.62, 
21:26:2.0 29/4/2015, 38.43343353, -78.86311340, 25.90, 27.50, 0, 0.00, 0.62, 
21:26:4.0 29/4/2015, 38.43342590, -78.86314392, 1664.40, 28.70, 0, 0.00, 0.62, 
21:26:6.0 29/4/2015, 38.43342208, -78.86318206, 26.00, 28.20, 0, 0.00, 0.62, 
21:26:8.984 29/4/2015, 38.43341827, -78.86323547, 26.00, 27.60, 0, 0.00, 0.62, 
21:26:11.0 29/4/2015, 38.43341445, -78.86327362, 26.20, 27.20, 34573, 3.46, 1798.45, 
21:26:12.984 29/4/2015, 38.43341445, -78.86330413, 29.20, 27.00, 0, 0.00, 0.62, 
21:26:15.0 29/4/2015, 38.43341445, -78.86334991, 25.90, 26.60, 25443, 2.54, 1317.17, 
21:26:18.0 29/4/2015, 38.43341445, -78.86340332, 25.90, 26.50, 0, 0.00, 0.62, 
21:26:20.0 29/4/2015, 38.43341827, -78.86343383, 25.90, 26.60, 68180, 6.82, 3717.97, 
21:26:23.0 29/4/2015, 38.43342590, -78.86349487, 25.90, 27.50, 42949, 4.29, 2251.02, 
21:26:24.984 29/4/2015, 38.43342590, -78.86354064, 25.90, 27.90, 76609, 7.66, 4255.84, 
21:26:27.0 29/4/2015, 38.43342971, -78.86359405, 26.00, 28.00, 0, 0.00, 0.62, 
21:26:28.984 29/4/2015, 38.43342590, -78.86362457, 26.00, 27.70, 57471, 5.75, 3072.41, 
21:26:32.0 29/4/2015, 38.43343353, -78.86367034, 25.90, 26.90, 23774, 2.38, 1230.17, 
21:26:34.0 29/4/2015, 38.43344497, -78.86369323, 25.90, 26.70, 0, 0.00, 0.62, 
21:26:36.0 29/4/2015, 38.43344497, -78.86373901, 25.90, 27.00, 0, 0.00, 0.62, 
21:26:39.0 29/4/2015, 38.43346405, -78.86376953, 1664.40, 29.50, 869, 0.09, 45.78, 
21:26:40.984 29/4/2015, 38.43347930, -78.86380004, 1664.20, 28.70, 20267, 2.03, 1048.05, 
21:26:43.0 29/4/2015, 38.43349075, -78.86382293, 25.80, 28.20, 0, 0.00, 0.62, 
21:26:46.0 29/4/2015, 38.43351364, -78.86387634, 25.80, 28.30, 0, 0.00, 0.62, 
21:26:48.0 29/4/2015, 38.43352890, -78.86389923, 25.90, 29.30, 0, 0.00, 0.62, 
21:26:50.0 29/4/2015, 38.43354415, -78.86392211, 26.00, 31.00, 0, 0.00, 0.62, 
21:26:52.984 29/4/2015, 38.43357086, -78.86396026, 26.00, 133.60, 0, 0.00, 0.62, 
21:26:55.0 29/4/2015, 38.43358993, -78.86398315, 26.00, 28.90, 0, 0.00, 0.62, 
21:26:56.984 29/4/2015, 38.43360900, -78.86400604, 26.00, 29.10, 0, 0.00, 0.62, 
21:26:59.0 29/4/2015, 38.43363189, -78.86402130, 25.90, 27.40, 0, 0.00, 0.62, 
21:27:2.0 29/4/2015, 38.43366241, -78.86405181, 25.80, 27.10, 0, 0.00, 0.62, 
21:27:4.0 29/4/2015, 38.43368148, -78.86406707, 435.30, 26.50, 0, 0.00, 0.62, 
21:27:6.0 29/4/2015, 38.43370819, -78.86408996, 25.60, 26.30, 0, 0.00, 0.62, 
21:27:8.984 29/4/2015, 38.43374252, -78.86411285, 1663.90, 27.00, 0, 0.00, 0.62, 
21:27:11.0 29/4/2015, 38.43376922, -78.86412048, 435.10, 27.00, 0, 0.00, 0.62, 
21:27:12.984 29/4/2015, 38.43379211, -78.86413574, 25.60, 26.80, 0, 0.00, 0.62, 
21:27:16.0 29/4/2015, 38.43383026, -78.86415863, 25.60, 27.30, 0, 0.00, 0.62, 
21:27:18.0 29/4/2015, 38.43385696, -78.86417388, 25.70, 27.30, 0, 0.00, 0.62, 
21:27:20.0 29/4/2015, 38.43388366, -78.86418151, 25.90, 27.40, 0, 0.00, 0.62, 
21:27:22.0 29/4/2015, 38.43390655, -78.86418151, 26.10, 27.90, 0, 0.00, 0.62, 
21:27:24.984 29/4/2015, 38.43394470, -78.86418914, 26.00, 29.90, 0, 0.00, 0.62, 
21:27:27.0 29/4/2015, 38.43396759, -78.86420440, 26.10, 30.40, 0, 0.00, 0.62, 
21:27:28.984 29/4/2015, 38.43399810, -78.86421203, -999.00, -999.00, 0, 0.00, 0.62, 
21:27:32.0 29/4/2015, 38.43403625, -78.86421203, 26.10, 30.30, 0, 0.00, 0.62, 
21:27:34.0 29/4/2015, 38.43406295, -78.86421203, 26.10, 29.30, 0, 0.00, 0.62, 
21:27:36.0 29/4/2015, 38.43408584, -78.86420440, 26.20, 28.00, 0, 0.00, 0.62, 
21:27:39.0 29/4/2015, 38.43412399, -78.86420440, 26.40, 28.00, 0, 0.00, 0.62, 
21:27:40.984 29/4/2015, 38.43414306, -78.86420440, 26.60, 28.00, 0, 0.00, 0.62, 
21:27:43.0 29/4/2015, 38.43416213, -78.86418914, 26.80, 29.30, 0, 0.00, 0.62, 
21:27:46.0 29/4/2015, 38.43419647, -78.86418151, 26.90, 30.00, 16656, 1.67, 861.27, 
21:27:48.0 29/4/2015, 38.43421554, -78.86417388, 27.10, 29.40, 0, 0.00, 0.62, 
21:27:50.0 29/4/2015, 38.43421936, -78.86416625, 27.00, 28.50, 0, 0.00, 0.62, 
21:27:52.0 29/4/2015, 38.43422698, -78.86416625, 26.60, 27.60, 24695, 2.47, 1278.15, 
21:27:55.0 29/4/2015, 38.43424987, -78.86415100, 26.60, 28.80, 110724, 11.07, 6785.60, 
21:27:56.984 29/4/2015, 38.43425750, -78.86414337, -26.50, 29.50, 191696, 19.17, 16321.17, 
21:27:59.0 29/4/2015, 38.43425750, -78.86414337, 26.40, 30.60, 144377, 14.44, 10026.57, 
21:28:2.0 29/4/2015, 38.43426132, -78.86413574, 26.30, 32.90, 0, 0.00, 0.62, 
21:28:4.0 29/4/2015, 38.43426132, -78.86413574, 26.30, 34.10, 142941, 14.29, 9869.78, 
21:28:6.0 29/4/2015, 38.43426132, -78.86413574, 26.20, 33.80, 15942, 1.59, 824.40, 
21:28:8.984 29/4/2015, 38.43429183, -78.86411285, 26.20, 33.40, 90554, 9.06, 5214.63, 
21:28:11.0 29/4/2015, 38.43431091, -78.86411285, 26.20, 33.20, 0, 0.00, 0.62, 
21:28:12.984 29/4/2015, 38.43431091, -78.86411285, 26.20, 34.60, 0, 0.00, 0.62, 
21:28:16.0 29/4/2015, 38.43431091, -78.86411285, 26.20, 36.00, 0, 0.00, 0.62, 
21:28:18.0 29/4/2015, 38.43431091, -78.86411285, 26.20, 35.10, 39370, 3.94, 2056.09, 
21:28:20.0 29/4/2015, 38.43431091, -78.86411285, 26.10, 33.20, 0, 0.00, 0.62, 
21:28:23.0 29/4/2015, 38.43431091, -78.86411285, 26.10, 32.00, 0, 0.00, 0.62, 
21:28:24.984 29/4/2015, 38.43431091, -78.86411285, 26.10, 31.20, 0, 0.00, 0.62, 
21:28:27.0 29/4/2015, 38.43432617, -78.86411285, 26.00, 30.50, 0, 0.00, 0.62, 
21:28:28.984 29/4/2015, 38.43434906, -78.86409759, 26.10, 29.90, 0, 0.00, 0.62, 
21:28:32.0 29/4/2015, 38.43438339, -78.86405181, 26.10, 29.10, 0, 0.00, 0.62, 
21:28:34.0 29/4/2015, 38.43440246, -78.86403656, 26.00, 28.40, 66204, 6.62, 3595.86, 
21:28:36.0 29/4/2015, 38.43442153, -78.86401367, 25.90, 27.60, 0, 0.00, 0.62, 
21:28:39.0 29/4/2015, 38.43445587, -78.86398315, 25.80, 28.90, 0, 0.00, 0.62, 
21:28:40.984 29/4/2015, 38.43448257, -78.86394500, 25.70, 27.40, 0, 0.00, 0.62, 
21:28:43.0 29/4/2015, 38.43450927, -78.86391448, 25.60, 28.00, 99031, 9.90, 5845.89, 
21:28:46.0 29/4/2015, 38.43454360, -78.86387634, 25.50, 27.80, 70625, 7.06, 3871.08, 
21:28:48.0 29/4/2015, 38.43455505, -78.86386108, 25.50, 27.70, 0, 0.00, 0.62, 
21:28:50.0 29/4/2015, 38.43457031, -78.86384582, 25.40, 26.80, 0, 0.00, 0.62, 
21:28:52.984 29/4/2015, 38.43458938, -78.86380767, 25.40, 31.10, 0, 0.00, 0.62, 
21:28:55.0 29/4/2015, 38.43459320, -78.86378479, 25.40, 32.40, 0, 0.00, 0.62, 
21:28:56.984 29/4/2015, 38.43460845, -78.86375427, 25.40, 31.70, 0, 0.00, 0.62, 
21:29:0.0 29/4/2015, 38.43462753, -78.86370086, 25.40, 31.60, 0, 0.00, 0.62, 
21:29:2.0 29/4/2015, 38.43463897, -78.86367034, 25.40, 31.60, 62990, 6.30, 3400.25, 
21:29:4.0 29/4/2015, 38.43465042, -78.86363983, 25.50, 31.90, 0, 0.00, 0.62, 
21:29:7.0 29/4/2015, 38.43467330, -78.86359405, 25.50, 32.30, 0, 0.00, 0.62, 
21:29:8.984 29/4/2015, 38.43468093, -78.86354827, 25.50, 31.10, 0, 0.00, 0.62, 
21:29:11.0 29/4/2015, 38.43468856, -78.86351776, 25.50, 29.80, 0, 0.00, 0.62, 
21:29:12.984 29/4/2015, 38.43469619, -78.86348724, -25.60, 28.30, 0, 0.00, 0.62, 
21:29:16.0 29/4/2015, 38.43470764, -78.86343383, 25.60, 27.70, 0, 0.00, 0.62, 
21:29:18.0 29/4/2015, 38.43470764, -78.86341094, 25.60, 27.40, 0, 0.00, 0.62, 
21:29:20.0 29/4/2015, 38.43471527, -78.86338043, 230.40, 28.10, 0, 0.00, 0.62, 
21:29:23.0 29/4/2015, 38.43472671, -78.86332702, 25.50, 30.00, 0, 0.00, 0.62, 
21:29:24.984 29/4/2015, 38.43472671, -78.86330413, 25.50, 29.10, 63746, 6.37, 3445.94, 
21:29:27.0 29/4/2015, 38.43472671, -78.86328125, 25.50, 28.30, 1070, 0.11, 56.22, 
21:29:30.0 29/4/2015, 38.43472671, -78.86327362, 25.60, 27.60, 0, 0.00, 0.62, 
21:29:32.0 29/4/2015, 38.43473052, -78.86327362, 26.20, 27.10, 54981, 5.50, 2927.58, 
21:29:34.0 29/4/2015, 38.43473052, -78.86327362, 25.90, 27.30, 0, 0.00, 0.62, 
21:29:36.984 29/4/2015, 38.43472671, -78.86325073, 26.10, 29.30, 0, 0.00, 0.62, 
21:29:39.0 29/4/2015, 38.43472671, -78.86322784, 1664.30, 27.90, 0, 0.00, 0.62, 
21:29:40.984 29/4/2015, 38.43471908, -78.86318969, 25.80, 27.20, 0, 0.00, 0.62, 
21:29:43.0 29/4/2015, 38.43471145, -78.86316680, 25.70, 27.00, 0, 0.00, 0.62, 
21:29:46.0 29/4/2015, 38.43470764, -78.86312866, 25.60, 26.70, 9642, 0.96, 499.46, 
