date,time,latitude,longitude,ozone,pm
3/4/2015,19:40:51.0,38.4344116211,-78.8696777344,203,27179.45
3/4/2015,19:40:52.984,38.4344156901,-78.8696533203,224,33661.1
3/4/2015,19:40:55.0,38.4344278971,-78.8696289062,149,1594.88
3/4/2015,19:40:58.0,38.4344401042,-78.8695882161,233,0.62
3/4/2015,19:41:0.0,38.4344401042,-78.8695638021,247,3086.23
3/4/2015,19:41:2.0,38.4344401042,-78.8695393880,259,0.62
3/4/2015,19:41:4.0,38.4344360352,-78.8695149740,254,21070.38
3/4/2015,19:41:7.0,38.4344319661,-78.8694661458,280,2241.92
3/4/2015,19:41:8.984,38.4344197591,-78.8694335938,186,5438.48
3/4/2015,19:41:11.0,38.4344156901,-78.8694091797,214,570.41
3/4/2015,19:41:14.0,38.4344075521,-78.8693684896,222,6388.72
3/4/2015,19:41:16.0,38.4344034831,-78.8693359375,191,11238.32
3/4/2015,19:41:18.0,38.4343953451,-78.8693033854,228,0.62
3/4/2015,19:41:20.984,38.4343750000,-78.8692545573,207,0.62
3/4/2015,19:41:23.0,38.4343668620,-78.8692301432,211,0.62
3/4/2015,19:41:24.984,38.4343587240,-78.8692057292,206,0.62
3/4/2015,19:41:27.0,38.4343505859,-78.8691731771,214,0.62
3/4/2015,19:41:30.0,38.4343383789,-78.8691406250,189,2188.87
3/4/2015,19:41:32.0,38.4343302409,-78.8691080729,196,0.62
3/4/2015,19:41:34.0,38.4343221029,-78.8690836589,224,0.62
3/4/2015,19:41:36.984,38.4343098958,-78.8690511068,215,0.62
3/4/2015,19:41:39.0,38.4343098958,-78.8690348307,226,0.62
3/4/2015,19:41:40.984,38.4343098958,-78.8690185547,227,0.62
3/4/2015,19:41:44.0,38.4343343099,-78.8690022786,247,0.62
3/4/2015,19:41:46.0,38.4343424479,-78.8689860026,221,8281.21
3/4/2015,19:41:52.0,38.4340576172,-78.8690917969,235,886.48
3/4/2015,19:41:55.0,38.4339721680,-78.8690022786,214,1343.86
3/4/2015,19:41:56.984,38.4339233398,-78.8689371745,227,5911.26
3/4/2015,19:41:59.0,38.4339029948,-78.8689208984,193,10665.12
3/4/2015,19:42:2.0,38.4338541667,-78.8688802083,174,13082.3
3/4/2015,19:42:4.0,38.4338256836,-78.8688639323,228,3851.35
3/4/2015,19:42:6.0,38.4338012695,-78.8688476562,191,10220.87
3/4/2015,19:42:8.984,38.4337727865,-78.8688069661,233,13615.04
3/4/2015,19:42:11.0,38.4337565104,-78.8687744141,212,2938.8
3/4/2015,19:42:12.984,38.4337443034,-78.8687337240,201,0.62
3/4/2015,19:42:16.0,38.4337402344,-78.8686848958,221,0.62
3/4/2015,19:42:18.0,38.4337483724,-78.8686523438,195,2213.46
3/4/2015,19:42:20.0,38.4337524414,-78.8686279297,205,7553.43
3/4/2015,19:42:22.0,38.4337524414,-78.8685872396,215,4813.91
3/4/2015,19:42:24.984,38.4337483724,-78.8685384115,179,2265.06
3/4/2015,19:42:27.0,38.4337483724,-78.8685058594,202,0.62
3/4/2015,19:42:28.984,38.4337524414,-78.8684733073,212,3193.34
3/4/2015,19:42:32.0,38.4337646484,-78.8684326172,175,10575.44
3/4/2015,19:42:34.0,38.4337727865,-78.8684000651,192,6204.37
3/4/2015,19:42:36.0,38.4337849935,-78.8683675130,184,8625.51
3/4/2015,19:42:38.0,38.4337890625,-78.8683349609,193,7029.26
3/4/2015,19:42:40.984,38.4338053385,-78.8682861328,201,31974.62
3/4/2015,19:42:43.0,38.4338175456,-78.8682617188,173,19734.02
3/4/2015,19:42:44.984,38.4338256836,-78.8682373047,178,1096.58
3/4/2015,19:42:48.0,38.4338297526,-78.8681966146,147,11258.52
3/4/2015,19:42:50.0,38.4338297526,-78.8681722005,184,17033.17
3/4/2015,19:42:52.0,38.4338297526,-78.8681396484,237,38714.24
3/4/2015,19:42:54.0,38.4338419596,-78.8681070964,115,21088.56
3/4/2015,19:42:56.984,38.4338745117,-78.8680664062,144,0.62
3/4/2015,19:42:59.0,38.4338867188,-78.8680419922,238,3953.37
3/4/2015,19:43:0.984,38.4338989258,-78.8680094401,174,0.62
3/4/2015,19:43:4.0,38.4339192708,-78.8679768880,225,18.14
3/4/2015,19:43:6.0,38.4339192708,-78.8679443359,188,2656.79
3/4/2015,19:43:8.0,38.4339233398,-78.8679280599,79,0.62
3/4/2015,19:43:10.0,38.4339314779,-78.8678955078,203,4726.39
3/4/2015,19:43:12.984,38.4339396159,-78.8678466797,275,4452.44
3/4/2015,19:43:15.0,38.4339436849,-78.8678222656,200,1888.41
3/4/2015,19:43:16.984,38.4339436849,-78.8677897135,215,503.07
3/4/2015,19:43:20.0,38.4339640299,-78.8677408854,238,758.86
3/4/2015,19:43:22.0,38.4339762370,-78.8677083333,219,5450.15
3/4/2015,19:43:24.0,38.4339803060,-78.8676757812,223,2386.75
3/4/2015,19:43:27.0,38.4339884440,-78.8676269531,235,3950.06
3/4/2015,19:43:28.984,38.4340047201,-78.8675862630,218,0.83
3/4/2015,19:43:31.0,38.4340250651,-78.8675537109,240,1.19
3/4/2015,19:43:34.0,38.4340413411,-78.8675048828,269,4533.72
3/4/2015,19:43:36.0,38.4340454102,-78.8674723307,249,3415.51
3/4/2015,19:43:38.0,38.4340698242,-78.8674479167,224,1391.55
3/4/2015,19:43:40.984,38.4340942383,-78.8673909505,222,624.35
3/4/2015,19:43:43.0,38.4340942383,-78.8673665365,229,0.62
3/4/2015,19:43:44.984,38.4340901693,-78.8673258464,254,0.62
3/4/2015,19:43:47.0,38.4340779622,-78.8672851562,251,13205.04
3/4/2015,19:43:50.0,38.4340616862,-78.8672363281,253,0.62
3/4/2015,19:43:52.0,38.4340657552,-78.8672037760,233,8325.97
3/4/2015,19:43:54.0,38.4340576172,-78.8671630859,223,15906.32
3/4/2015,19:43:56.984,38.4340494792,-78.8671142578,203,13738.09
3/4/2015,19:43:59.0,38.4340535482,-78.8670898438,249,11067.86
3/4/2015,19:44:0.984,38.4340535482,-78.8670654297,250,35468.83
3/4/2015,19:44:3.0,38.4340535482,-78.8670410156,247,11672.58
3/4/2015,19:44:6.0,38.4340576172,-78.8669921875,228,15384.54
3/4/2015,19:44:8.0,38.4340535482,-78.8669514974,222,11762.93
3/4/2015,19:44:10.0,38.4340576172,-78.8669270833,243,18.5
3/4/2015,19:44:12.984,38.4340576172,-78.8668701172,247,8130.04
3/4/2015,19:44:15.0,38.4340535482,-78.8668457031,265,1134.77
3/4/2015,19:44:16.984,38.4340494792,-78.8668131510,258,0.62
3/4/2015,19:44:19.0,38.4340454102,-78.8667805990,251,65766.1
3/4/2015,19:44:22.0,38.4340454102,-78.8667399089,256,27.55
3/4/2015,19:44:24.0,38.4340372721,-78.8667073568,253,12216.32
3/4/2015,19:44:26.0,38.4340291341,-78.8666748047,269,4498.74
3/4/2015,19:44:28.984,38.4340209961,-78.8666422526,240,2012.47
3/4/2015,19:44:31.0,38.4340047201,-78.8666097005,251,665.34
3/4/2015,19:44:32.984,38.4339884440,-78.8665771484,195,13912.16
3/4/2015,19:44:36.0,38.4339518229,-78.8665364583,195,4021.91
3/4/2015,19:44:38.0,38.4339314779,-78.8664957682,239,6195.38
3/4/2015,19:44:40.0,38.4339111328,-78.8664632161,163,7296.41
3/4/2015,19:44:42.0,38.4338907878,-78.8664306641,243,0.62
3/4/2015,19:44:44.984,38.4338663737,-78.8663899740,249,19.23
3/4/2015,19:44:47.0,38.4338500977,-78.8663574219,222,14448.71
3/4/2015,19:44:48.984,38.4338378906,-78.8663411458,169,9462.18
3/4/2015,19:44:52.0,38.4338297526,-78.8663004557,247,3164.74
3/4/2015,19:44:54.0,38.4338216146,-78.8662760417,250,333.18
3/4/2015,19:44:56.0,38.4338134766,-78.8662516276,190,3744.48
3/4/2015,19:44:58.0,38.4337972005,-78.8662272135,229,2619.94
3/4/2015,19:45:0.984,38.4337727865,-78.8661783854,196,12014.74
3/4/2015,19:45:3.0,38.4337565104,-78.8661539714,196,4489.54
3/4/2015,19:45:4.984,38.4337483724,-78.8661214193,214,16001.45
3/4/2015,19:45:8.0,38.4337361654,-78.8660807292,200,2780.15
3/4/2015,19:45:10.0,38.4337280273,-78.8660644531,214,15816.28
3/4/2015,19:45:12.0,38.4337198893,-78.8660481771,233,1650.32
3/4/2015,19:45:15.0,38.4336995443,-78.8660156250,219,8683.83
3/4/2015,19:45:16.984,38.4336873372,-78.8659830729,260,0.62
3/4/2015,19:45:19.0,38.4336669922,-78.8659586589,257,943.29
3/4/2015,19:45:20.984,38.4336507161,-78.8659261068,228,6336.55
3/4/2015,19:45:24.0,38.4336425781,-78.8658854167,444,4254.86
3/4/2015,19:45:26.0,38.4336385091,-78.8658528646,298,4412.34
3/4/2015,19:45:28.0,38.4336263021,-78.8658203125,290,2766.51
3/4/2015,19:45:31.0,38.4336140951,-78.8657796224,260,36881.05
3/4/2015,19:45:32.984,38.4336018880,-78.8657552083,22,4707.3
3/4/2015,19:45:35.0,38.4335896810,-78.8657226562,151,5708.59
3/4/2015,19:45:36.984,38.4335734049,-78.8656901042,277,4567.41
3/4/2015,19:45:40.0,38.4335611979,-78.8656494141,137,36036.69
3/4/2015,19:45:42.0,38.4335530599,-78.8656168620,184,22924.78
3/4/2015,19:45:44.0,38.4335571289,-78.8655761719,144,2309.97
3/4/2015,19:45:47.0,38.4335530599,-78.8655273438,282,25840.65
3/4/2015,19:45:48.984,38.4335571289,-78.8654947917,184,27569.66
3/4/2015,19:45:51.0,38.4335652669,-78.8654703776,47,8374.76
3/4/2015,19:45:54.0,38.4335693359,-78.8654215495,0,71809.35
3/4/2015,19:45:56.0,38.4335734049,-78.8653889974,0,0.62
3/4/2015,19:45:58.0,38.4335815430,-78.8653645833,684,3975.27
3/4/2015,19:46:0.0,38.4335815430,-78.8653320312,0,13975.44
3/4/2015,19:46:3.0,38.4335815430,-78.8652913411,0,0.62
3/4/2015,19:46:4.984,38.4335856120,-78.8652587891,269,7836.68
3/4/2015,19:46:7.0,38.4335896810,-78.8652262370,365,1994.77
3/4/2015,19:46:10.0,38.4335937500,-78.8651855469,211,4212.81
3/4/2015,19:46:12.0,38.4335937500,-78.8651448568,235,11444.1
3/4/2015,19:46:14.0,38.4335896810,-78.8651204427,0,10872.51
3/4/2015,19:46:16.0,38.4335978190,-78.8650878906,776,39958.73
3/4/2015,19:46:19.0,38.4336059570,-78.8650309245,281,9589.68
3/4/2015,19:46:20.984,38.4336100260,-78.8649983724,196,1715.62
3/4/2015,19:46:23.0,38.4336059570,-78.8649902344,117,4937.31
3/4/2015,19:46:26.0,38.4336018880,-78.8649902344,244,2911.07
3/4/2015,19:46:28.0,38.4336018880,-78.8649902344,223,50544.92
3/4/2015,19:46:30.0,38.4336018880,-78.8649820964,223,17126.52
3/4/2015,19:46:32.984,38.4336018880,-78.8649820964,134,29354.63
3/4/2015,19:46:35.0,38.4336018880,-78.8649820964,250,0.62
3/4/2015,19:46:36.984,38.4336059570,-78.8649739583,264,1241.57
3/4/2015,19:46:39.0,38.4336100260,-78.8649658203,134,0.62
3/4/2015,19:46:42.0,38.4336303711,-78.8649332682,304,0.62
3/4/2015,19:46:44.0,38.4336466471,-78.8649169922,261,6188.39
3/4/2015,19:46:46.0,38.4336507161,-78.8648844401,232,0.62
3/4/2015,19:46:48.984,38.4336547852,-78.8648356120,268,0.62
3/4/2015,19:46:51.0,38.4336669922,-78.8648030599,333,0.62
3/4/2015,19:46:52.984,38.4336791992,-78.8647705078,0,5336.04
3/4/2015,19:46:55.0,38.4336832682,-78.8647542318,266,12044.4
3/4/2015,19:46:58.0,38.4337036133,-78.8647054036,151,6926.95
3/4/2015,19:47:0.0,38.4337198893,-78.8646728516,0,20153.81
3/4/2015,19:47:2.0,38.4337280273,-78.8646402995,152,24578.71
3/4/2015,19:47:4.984,38.4337483724,-78.8646158854,449,694.79
3/4/2015,19:47:7.0,38.4337565104,-78.8645996094,298,51133.99
3/4/2015,19:47:8.984,38.4337646484,-78.8645751953,277,0.62
3/4/2015,19:47:12.0,38.4337768555,-78.8645589193,371,4867.02
3/4/2015,19:47:14.0,38.4337849935,-78.8645426432,258,0.62
3/4/2015,19:47:16.0,38.4337972005,-78.8645345052,268,0.62
3/4/2015,19:47:18.0,38.4338053385,-78.8645100911,291,0.62
3/4/2015,19:47:20.984,38.4338175456,-78.8644938151,266,0.62
3/4/2015,19:47:23.0,38.4338297526,-78.8644775391,242,2556.6
3/4/2015,19:47:24.984,38.4338419596,-78.8644531250,192,0.62
3/4/2015,19:47:28.0,38.4338500977,-78.8644287109,241,0.62
3/4/2015,19:47:30.0,38.4338541667,-78.8644042969,123,0.62
3/4/2015,19:47:32.0,38.4338541667,-78.8643880208,285,1544.85
3/4/2015,19:47:34.0,38.4338623047,-78.8643636068,189,0.62
3/4/2015,19:47:36.984,38.4338704427,-78.8643229167,269,0.62
3/4/2015,19:47:39.0,38.4338745117,-78.8643066406,191,0.62
3/4/2015,19:47:40.984,38.4338745117,-78.8642903646,370,0.62
3/4/2015,19:47:44.0,38.4338867188,-78.8642496745,216,0.62
3/4/2015,19:47:46.0,38.4338907878,-78.8642333984,239,0.62
3/4/2015,19:47:48.0,38.4338948568,-78.8642089844,141,5800.12
3/4/2015,19:47:50.0,38.4339029948,-78.8641927083,306,0.62
3/4/2015,19:47:52.984,38.4339070638,-78.8641764323,259,0.62
3/4/2015,19:47:55.0,38.4339274089,-78.8641601562,384,0.62
3/4/2015,19:47:56.984,38.4339192708,-78.8641438802,303,0.62
3/4/2015,19:48:0.0,38.4339721680,-78.8641113281,365,0.62
3/4/2015,19:48:2.0,38.4340047201,-78.8641031901,353,0.62
3/4/2015,19:48:4.0,38.4340372721,-78.8641113281,412,0.62
3/4/2015,19:48:7.0,38.4340779622,-78.8641113281,417,0.62
3/4/2015,19:48:8.984,38.4341105143,-78.8641113281,175,0.62
3/4/2015,19:48:11.0,38.4341389974,-78.8641276042,207,0.62
3/4/2015,19:48:12.984,38.4341674805,-78.8641194661,298,0.62
3/4/2015,19:48:16.0,38.4342000326,-78.8641194661,115,1545.64
3/4/2015,19:48:18.0,38.4342244466,-78.8641113281,309,0.62
3/4/2015,19:48:20.0,38.4342447917,-78.8641113281,318,0.62
3/4/2015,19:48:22.0,38.4342773438,-78.8641113281,342,0.62
3/4/2015,19:48:24.984,38.4343180339,-78.8641031901,426,0.62
3/4/2015,19:48:27.0,38.4343383789,-78.8640950521,333,0.62
3/4/2015,19:48:28.984,38.4343587240,-78.8640869141,325,0.62
3/4/2015,19:48:32.0,38.4343831380,-78.8640543620,481,0.62
3/4/2015,19:48:34.0,38.4343994141,-78.8640380859,472,0.62
3/4/2015,19:48:36.0,38.4344278971,-78.8640299479,317,3807.68
3/4/2015,19:48:39.0,38.4344523112,-78.8640055339,349,1603.91
3/4/2015,19:48:40.984,38.4344767253,-78.8639892578,280,0.62
3/4/2015,19:48:43.0,38.4344930013,-78.8639648438,307,3735.82
3/4/2015,19:48:44.984,38.4345133464,-78.8639485677,352,4098.98
3/4/2015,19:48:48.0,38.4345499674,-78.8638997396,358,36.79
3/4/2015,19:48:50.0,38.4345703125,-78.8638834635,335,2186.09
3/4/2015,19:48:52.0,38.4345906576,-78.8638509115,359,5572.52
3/4/2015,19:48:55.0,38.4346232096,-78.8638102214,352,3301.92
3/4/2015,19:48:56.984,38.4346435547,-78.8637939453,297,635.28
3/4/2015,19:48:59.0,38.4346598307,-78.8637613932,307,4406.62
3/4/2015,19:49:2.0,38.4346720378,-78.8637125651,311,2598.77
3/4/2015,19:49:4.0,38.4346801758,-78.8636800130,307,3133.21
3/4/2015,19:49:6.0,38.4346923828,-78.8636474609,324,2150.38
3/4/2015,19:49:8.0,38.4347005208,-78.8636067708,385,3774.81
3/4/2015,19:49:11.0,38.4347167969,-78.8635660807,376,5729.31
3/4/2015,19:49:12.984,38.4347330729,-78.8635335286,369,5173.21
3/4/2015,19:49:15.0,38.4347412109,-78.8634928385,372,5384.6
3/4/2015,19:49:18.0,38.4347534180,-78.8634440104,333,3752.58
3/4/2015,19:49:20.0,38.4347534180,-78.8634033203,315,4955.72
3/4/2015,19:49:22.0,38.4347615560,-78.8633626302,309,2002.7
3/4/2015,19:49:24.984,38.4347615560,-78.8633138021,304,11242.02
3/4/2015,19:49:27.0,38.4347615560,-78.8632812500,257,3774.56
3/4/2015,19:49:28.984,38.4347615560,-78.8632486979,269,3325.79
3/4/2015,19:49:31.0,38.4347615560,-78.8632161458,305,24211.54
3/4/2015,19:49:34.0,38.4347534180,-78.8631754557,309,11008.46
3/4/2015,19:49:36.0,38.4347452799,-78.8631429036,287,3389.64
3/4/2015,19:49:38.0,38.4347452799,-78.8631022135,292,37607.36
3/4/2015,19:49:40.984,38.4347330729,-78.8630533854,276,5443.06
3/4/2015,19:49:43.0,38.4347249349,-78.8630208333,277,10149.23
3/4/2015,19:49:44.984,38.4347534180,-78.8630045573,271,5044.52
3/4/2015,19:49:47.0,38.4347493490,-78.8629720052,258,6111.31
3/4/2015,19:49:50.0,38.4347208659,-78.8629394531,265,7339.73
3/4/2015,19:49:52.0,38.4347005208,-78.8629231771,297,6077.93
3/4/2015,19:49:54.0,38.4346679688,-78.8628987630,346,2598.32
3/4/2015,19:49:56.984,38.4346232096,-78.8628906250,382,3324.35
3/4/2015,19:49:59.0,38.4345947266,-78.8628743490,298,1809.49
3/4/2015,19:50:0.984,38.4345703125,-78.8628662109,389,2865.73
3/4/2015,19:50:3.0,38.4345540365,-78.8628662109,265,6214.16
3/4/2015,19:50:6.0,38.4345214844,-78.8628580729,323,594.49
3/4/2015,19:50:8.0,38.4344970703,-78.8628743490,300,10917.57
3/4/2015,19:50:10.0,38.4344807943,-78.8628906250,359,1451.87
3/4/2015,19:50:12.984,38.4344197591,-78.8628987630,339,0.62
3/4/2015,19:50:15.0,38.4343994141,-78.8628906250,325,1524.47
3/4/2015,19:50:16.984,38.4343831380,-78.8628906250,305,3839.39
3/4/2015,19:50:20.0,38.4343790690,-78.8628824870,317,5099.88
3/4/2015,19:50:22.0,38.4343546549,-78.8628743490,316,4453.91
3/4/2015,19:50:24.0,38.4343465169,-78.8628662109,293,1238.87
3/4/2015,19:50:27.0,38.4343424479,-78.8628743490,251,0.62
3/4/2015,19:50:28.984,38.4343424479,-78.8628906250,237,0.62
3/4/2015,19:50:31.0,38.4342936198,-78.8628824870,246,0.62
3/4/2015,19:50:32.984,38.4342936198,-78.8628906250,275,6551.83
3/4/2015,17:44:39.0,38.4346191406,-78.8645670573,36,0.62
3/4/2015,17:44:40.984,38.4346272786,-78.8645914714,36,0.62
3/4/2015,17:44:43.0,38.4346354167,-78.8646240234,36,815.68
3/4/2015,17:44:44.984,38.4346516927,-78.8646402995,35,0.62
3/4/2015,17:44:48.0,38.4346638997,-78.8646891276,36,2785.28
3/4/2015,17:44:50.0,38.4346801758,-78.8647135417,36,0.62
3/4/2015,17:44:52.0,38.4346964518,-78.8647460938,36,0.62
3/4/2015,17:44:55.0,38.4347249349,-78.8647867839,36,0.62
3/4/2015,17:44:56.984,38.4347249349,-78.8648356120,36,0.62
3/4/2015,17:44:59.0,38.4347249349,-78.8648844401,36,0.62
3/4/2015,17:45:2.0,38.4347249349,-78.8649414062,36,0.62
3/4/2015,17:45:4.0,38.4347330729,-78.8649576823,36,0.62
3/4/2015,17:45:6.0,38.4347330729,-78.8649576823,36,3042.01
3/4/2015,17:45:8.0,38.4347371419,-78.8649495443,36,0.62
3/4/2015,17:45:11.0,38.4347330729,-78.8649495443,36,11809.47
3/4/2015,17:45:12.984,38.4347330729,-78.8649495443,36,17814.86
3/4/2015,17:45:15.0,38.4347493490,-78.8649820964,36,0.78
3/4/2015,17:45:18.0,38.4347737630,-78.8650309245,36,5675.59
3/4/2015,17:45:20.0,38.4347981771,-78.8650553385,36,0.62
3/4/2015,17:45:22.0,38.4348144531,-78.8650878906,36,8549.71
3/4/2015,17:45:24.984,38.4348347982,-78.8651367188,36,22865.66
3/4/2015,17:45:27.0,38.4348470052,-78.8651692708,38,22423.13
3/4/2015,17:45:28.984,38.4348551432,-78.8652018229,112,10453.77
3/4/2015,17:45:31.0,38.4348673503,-78.8652343750,109,519.31
3/4/2015,17:45:34.0,38.4348876953,-78.8652832031,111,5146.08
3/4/2015,17:45:36.0,38.4348958333,-78.8653076172,114,9156.5
3/4/2015,17:45:38.0,38.4348958333,-78.8653401693,117,2888.87
3/4/2015,17:45:40.984,38.4349121094,-78.8653889974,115,6470.98
3/4/2015,17:45:43.0,38.4349243164,-78.8654215495,118,15824.96
3/4/2015,17:45:44.984,38.4349405924,-78.8654459635,113,3692.14
3/4/2015,17:45:47.0,38.4349609375,-78.8654947917,117,5334.51
3/4/2015,17:45:48.984,38.4349772135,-78.8655354818,119,16891.6
3/4/2015,17:45:52.0,38.4349853516,-78.8656005859,114,16347.21
3/4/2015,17:45:54.0,38.4349975586,-78.8656331380,112,10591.89
3/4/2015,17:45:56.0,38.4350016276,-78.8656656901,38,9463.76
3/4/2015,17:45:59.0,38.4350056966,-78.8657307943,108,4803.31
3/4/2015,17:46:0.984,38.4350179036,-78.8657633464,106,3963.23
3/4/2015,17:46:3.0,38.4350219727,-78.8658040365,115,8188.4
3/4/2015,17:46:4.984,38.4350301107,-78.8658284505,119,4729.62
3/4/2015,17:46:8.0,38.4350545247,-78.8658691406,113,3037.98
3/4/2015,17:46:10.0,38.4350667318,-78.8658935547,121,13676.74
3/4/2015,17:46:12.0,38.4350870768,-78.8659261068,111,12518.85
3/4/2015,17:46:15.0,38.4351033529,-78.8659667969,120,22735.85
3/4/2015,17:46:16.984,38.4351155599,-78.8659993490,115,7996.01
3/4/2015,17:46:19.0,38.4351318359,-78.8660400391,111,3530.03
3/4/2015,17:46:20.984,38.4351603190,-78.8660644531,123,23815.67
3/4/2015,17:46:24.0,38.4351847331,-78.8661051432,132,23095.24
3/4/2015,17:46:26.0,38.4352050781,-78.8661295573,117,33609.12
3/4/2015,17:46:28.0,38.4352213542,-78.8661621094,152,6922.35
3/4/2015,17:46:31.0,38.4352335612,-78.8662190755,143,7752.6
3/4/2015,17:46:32.984,38.4352539062,-78.8662353516,146,35095.54
3/4/2015,17:46:35.0,38.4352742513,-78.8662760417,138,20430.16
3/4/2015,17:46:36.984,38.4352864583,-78.8663167318,138,36.33
3/4/2015,17:46:40.0,38.4353027344,-78.8663655599,164,13510.27
3/4/2015,17:46:42.0,38.4353108724,-78.8663981120,146,0.62
3/4/2015,17:46:44.0,38.4353230794,-78.8664306641,171,0.62
3/4/2015,17:46:47.0,38.4353149414,-78.8664876302,174,10609.16
3/4/2015,17:46:48.984,38.4353190104,-78.8665120443,152,58784.16
3/4/2015,17:46:52.0,38.4353434245,-78.8665690104,140,4225.8
3/4/2015,17:46:54.0,38.4353434245,-78.8666015625,129,7146.51
3/4/2015,17:46:56.0,38.4353434245,-78.8666503906,130,19485
3/4/2015,17:46:58.0,38.4353434245,-78.8666910807,129,7729.53
3/4/2015,17:47:0.984,38.4353393555,-78.8667561849,118,8160.27
3/4/2015,17:47:3.0,38.4353474935,-78.8668050130,112,31184.93
3/4/2015,17:47:4.984,38.4353597005,-78.8668294271,108,4030.11
3/4/2015,17:47:8.0,38.4354085286,-78.8668294271,112,8239.39
3/4/2015,17:47:10.0,38.4354410807,-78.8668294271,110,5702.38
3/4/2015,17:47:12.0,38.4354695638,-78.8668212891,110,12548.42
3/4/2015,17:47:14.0,38.4354899089,-78.8667968750,112,6688.88
3/4/2015,17:47:16.0,38.4355102539,-78.8667887370,111,26225.7
3/4/2015,17:47:19.0,38.4355509440,-78.8668050130,113,752
3/4/2015,17:47:20.984,38.4355794271,-78.8668294271,111,3799.47
3/4/2015,17:47:23.0,38.4355997721,-78.8668457031,105,4965.64
3/4/2015,17:47:26.0,38.4356363932,-78.8668701172,105,10997.05
3/4/2015,17:47:28.0,38.4356567383,-78.8668782552,108,592.38
3/4/2015,17:47:30.0,38.4356852214,-78.8669026693,119,20294.24
3/4/2015,17:47:32.0,38.4357137044,-78.8669189453,129,0.62
3/4/2015,17:47:35.0,38.4357381185,-78.8669352214,120,1780.49
3/4/2015,17:47:36.984,38.4357503255,-78.8669677734,123,9687.76
3/4/2015,17:47:39.0,38.4357666016,-78.8670003255,109,0.62
3/4/2015,17:47:42.0,38.4357950846,-78.8670491536,115,21043.53
3/4/2015,17:47:44.0,38.4358113607,-78.8670817057,117,32785.09
3/4/2015,17:47:46.0,38.4358235677,-78.8671061198,119,2317.12
3/4/2015,17:47:48.0,38.4358317057,-78.8671468099,118,1022.77
3/4/2015,17:47:51.0,38.4358479818,-78.8671956380,114,16157.07
3/4/2015,17:47:52.984,38.4358642578,-78.8672363281,109,0.62
3/4/2015,17:47:55.0,38.4358723958,-78.8672851562,109,13471.06
3/4/2015,17:47:58.0,38.4358846029,-78.8673502604,107,5479.97
3/4/2015,17:48:0.0,38.4358927409,-78.8673909505,110,2232.34
3/4/2015,17:48:2.0,38.4359090169,-78.8674235026,108,28369.02
3/4/2015,17:48:4.0,38.4359171549,-78.8674560547,104,31429.76
3/4/2015,17:48:7.0,38.4359252930,-78.8674967448,111,4082.35
3/4/2015,17:48:8.984,38.4359252930,-78.8675211589,111,1877.91
3/4/2015,17:48:11.0,38.4359171549,-78.8675455729,111,1115.62
3/4/2015,17:48:14.0,38.4359171549,-78.8676025391,114,24336.13
3/4/2015,17:48:16.0,38.4359130859,-78.8676513672,106,6920.73
3/4/2015,17:48:18.0,38.4359049479,-78.8676920573,113,11293.01
3/4/2015,17:48:20.0,38.4359049479,-78.8677327474,111,16773.44
3/4/2015,17:48:23.0,38.4359049479,-78.8677978516,111,5152.6
3/4/2015,17:48:24.984,38.4359049479,-78.8678304036,113,3773.81
3/4/2015,17:48:27.0,38.4359090169,-78.8678710938,113,0.62
3/4/2015,17:48:30.0,38.4359252930,-78.8679280599,112,0.62
3/4/2015,17:48:32.0,38.4359334310,-78.8679687500,109,4409.88
3/4/2015,17:48:34.0,38.4359415690,-78.8680013021,110,38724.4
3/4/2015,17:48:36.0,38.4359497070,-78.8680338542,108,19839.72
3/4/2015,17:48:39.0,38.4359619141,-78.8680826823,106,25495.07
3/4/2015,17:48:40.984,38.4359659831,-78.8681152344,101,21295.11
3/4/2015,17:48:43.0,38.4359741211,-78.8681477865,107,10820.16
3/4/2015,17:48:46.0,38.4359863281,-78.8681966146,109,3322.55
3/4/2015,17:48:48.0,38.4359903971,-78.8682373047,105,21728.74
3/4/2015,17:48:50.0,38.4359985352,-78.8682698568,107,24488.74
3/4/2015,17:48:52.984,38.4360148112,-78.8683186849,104,3051.82
3/4/2015,17:48:55.0,38.4360229492,-78.8683675130,106,31114.27
3/4/2015,17:48:56.984,38.4360432943,-78.8684082031,104,6383.3
3/4/2015,17:48:59.0,38.4360555013,-78.8684407552,103,1893.6
3/4/2015,17:49:2.0,38.4360514323,-78.8684895833,110,1813.07
3/4/2015,17:49:4.0,38.4360595703,-78.8685302734,107,10930.32
3/4/2015,17:49:6.0,38.4360799154,-78.8685628255,108,0.62
3/4/2015,17:49:8.0,38.4360961914,-78.8686035156,112,767.53
3/4/2015,17:49:11.0,38.4361165365,-78.8686523438,105,0.62
3/4/2015,17:49:12.984,38.4361206055,-78.8686848958,106,0.62
3/4/2015,17:49:15.0,38.4361328125,-78.8687174479,108,4426.46
3/4/2015,17:49:18.0,38.4361531576,-78.8687744141,105,3704.8
3/4/2015,17:49:20.0,38.4361653646,-78.8688151042,110,1199.42
3/4/2015,17:49:22.0,38.4361816406,-78.8688557943,112,2692.95
3/4/2015,17:49:24.984,38.4362101237,-78.8689046224,110,7314.48
3/4/2015,17:49:27.0,38.4362345378,-78.8689453125,108,1886.48
3/4/2015,17:49:28.984,38.4362467448,-78.8689697266,110,9909.03
