date,time,latitude,longitude,ozone,pm
3/4/2015,17:49:31.0,38.4362548828,-78.8689860026,112,0.62
3/4/2015,17:49:34.0,38.4362752279,-78.8690348307,110,0.62
3/4/2015,17:49:36.0,38.4362874349,-78.8690836589,116,4048.39
3/4/2015,17:49:38.0,38.4362955729,-78.8691162109,108,0.62
3/4/2015,17:49:40.984,38.4363159180,-78.8691487630,107,8592.42
3/4/2015,17:49:43.0,38.4363240560,-78.8691813151,106,5069.81
3/4/2015,17:49:44.984,38.4363444010,-78.8692138672,114,56627.05
3/4/2015,17:49:47.0,38.4363647461,-78.8692545573,109,0.62
3/4/2015,17:49:50.0,38.4363891602,-78.8693115234,114,33184.77
3/4/2015,17:49:52.0,38.4364054362,-78.8693359375,116,24940.23
3/4/2015,17:49:54.0,38.4364217122,-78.8693684896,109,60284.26
3/4/2015,17:49:56.984,38.4364501953,-78.8694173177,111,20445.07
3/4/2015,17:49:59.0,38.4364664714,-78.8694498698,117,0.62
3/4/2015,17:50:0.984,38.4364664714,-78.8694905599,125,4071.02
3/4/2015,17:50:3.0,38.4364827474,-78.8695231120,124,8066.51
3/4/2015,17:50:6.0,38.4365030924,-78.8695800781,119,20460.37
3/4/2015,17:50:8.0,38.4365193685,-78.8696126302,122,14088.06
3/4/2015,17:50:10.0,38.4365315755,-78.8696451823,112,21883.94
3/4/2015,17:50:12.984,38.4365600586,-78.8696940104,109,14736.57
3/4/2015,17:50:15.0,38.4365804036,-78.8697184245,110,25815.56
3/4/2015,17:50:16.984,38.4366007487,-78.8697428385,113,16580.94
3/4/2015,17:50:19.0,38.4366333008,-78.8697753906,109,32861.36
3/4/2015,17:50:22.0,38.4366617839,-78.8698160807,107,25269.34
3/4/2015,17:50:24.0,38.4366739909,-78.8698323568,104,5139.77
3/4/2015,17:50:26.0,38.4366902669,-78.8698649089,103,8814.9
3/4/2015,17:50:28.984,38.4367268880,-78.8698811849,123,514.16
3/4/2015,17:50:31.0,38.4367472331,-78.8698811849,108,11041.9
3/4/2015,17:50:32.984,38.4367797852,-78.8698893229,108,6981.83
3/4/2015,17:50:35.0,38.4368041992,-78.8699055990,112,14292.15
3/4/2015,17:50:38.0,38.4368448893,-78.8699137370,114,17223.25
3/4/2015,17:50:40.0,38.4368733724,-78.8699218750,109,0.62
3/4/2015,17:50:42.0,38.4368937174,-78.8699218750,108,0.62
3/4/2015,17:50:44.984,38.4369059245,-78.8699462891,121,0.62
3/4/2015,17:50:47.0,38.4369303385,-78.8699707031,118,2644.02
3/4/2015,17:50:48.984,38.4369506836,-78.8699951172,117,16505.09
3/4/2015,17:50:51.0,38.4369832357,-78.8700032552,114,17105.62
3/4/2015,17:50:54.0,38.4370279948,-78.8700032552,113,0.62
3/4/2015,17:50:56.0,38.4370646159,-78.8699951172,112,0.62
3/4/2015,17:50:58.0,38.4370930990,-78.8700032552,111,5039.2
3/4/2015,17:51:0.984,38.4371297201,-78.8699707031,106,40431.25
3/4/2015,17:51:3.0,38.4371459961,-78.8699300130,110,33964.54
3/4/2015,17:51:4.984,38.4371622721,-78.8698893229,118,13091.14
3/4/2015,17:51:7.0,38.4371826172,-78.8698649089,112,1543.64
3/4/2015,17:51:10.0,38.4372070312,-78.8698242188,115,9992.68
3/4/2015,17:51:12.0,38.4372192383,-78.8697998047,121,107482.84
3/4/2015,17:51:14.0,38.4372233073,-78.8697753906,117,9456.7
3/4/2015,17:51:16.984,38.4372355143,-78.8697265625,113,7050.86
3/4/2015,17:51:19.0,38.4372477214,-78.8696940104,106,4323.58
3/4/2015,17:51:20.984,38.4372599284,-78.8696533203,113,0.62
3/4/2015,17:51:23.0,38.4372721354,-78.8696126302,116,76179.03
3/4/2015,17:51:26.0,38.4372965495,-78.8695556641,113,5415.55
3/4/2015,17:51:28.0,38.4373087565,-78.8695231120,114,0.62
3/4/2015,17:51:30.0,38.4373209635,-78.8694905599,113,1708.35
3/4/2015,17:51:32.984,38.4373331706,-78.8694580078,113,0.62
3/4/2015,17:51:35.0,38.4373331706,-78.8694580078,112,19835.84
3/4/2015,17:51:36.984,38.4373372396,-78.8694417318,114,0.62
3/4/2015,17:51:39.0,38.4373535156,-78.8694417318,115,0.62
3/4/2015,17:51:42.0,38.4373738607,-78.8694417318,107,3654.08
3/4/2015,17:51:44.0,38.4373982747,-78.8694580078,110,5061.85
3/4/2015,17:51:46.0,38.4374226888,-78.8694742839,110,5838.06
3/4/2015,17:51:48.984,38.4374593099,-78.8694905599,108,15929.52
3/4/2015,17:51:51.0,38.4374837240,-78.8695068359,112,0.62
3/4/2015,17:51:52.984,38.4375081380,-78.8695312500,112,0.62
3/4/2015,17:51:55.0,38.4375406901,-78.8695312500,112,0.62
3/4/2015,17:51:58.0,38.4375732422,-78.8695638021,115,23472.84
3/4/2015,17:52:0.0,38.4376098633,-78.8695800781,113,21893.9
3/4/2015,17:52:2.0,38.4376505534,-78.8695963542,117,27150.07
3/4/2015,17:52:4.984,38.4376993815,-78.8696289062,116,19095.92
3/4/2015,17:52:7.0,38.4377237956,-78.8696370443,114,10499.92
3/4/2015,17:52:8.984,38.4377522786,-78.8696533203,114,8405.03
3/4/2015,17:52:11.0,38.4377766927,-78.8696777344,115,7356.8
3/4/2015,17:52:14.0,38.4378214518,-78.8697021484,110,18628.9
3/4/2015,17:52:16.0,38.4378458659,-78.8697102865,110,11736.74
3/4/2015,17:52:18.0,38.4378743490,-78.8697265625,106,0.62
3/4/2015,17:52:20.984,38.4379150391,-78.8697509766,109,31955.44
3/4/2015,17:52:23.0,38.4379435221,-78.8697509766,108,20776.26
3/4/2015,17:52:24.984,38.4379720052,-78.8697672526,111,22937.99
3/4/2015,17:52:27.0,38.4379964193,-78.8697753906,111,6081.63
3/4/2015,17:52:30.0,38.4380371094,-78.8697835286,110,5670.53
3/4/2015,17:52:32.0,38.4380655924,-78.8697916667,110,4535.88
3/4/2015,17:52:34.0,38.4381022135,-78.8697835286,111,0.62
3/4/2015,17:52:36.984,38.4381429036,-78.8697916667,110,3271.6
3/4/2015,17:52:39.0,38.4381673177,-78.8697998047,111,25999.32
3/4/2015,17:52:40.984,38.4381917318,-78.8698079427,109,5539.96
3/4/2015,17:52:44.0,38.4382283529,-78.8698242188,106,2824.87
3/4/2015,17:52:46.0,38.4382568359,-78.8698242188,110,29189.95
3/4/2015,17:52:48.0,38.4382771810,-78.8698323568,114,37444.88
3/4/2015,17:52:50.0,38.4383056641,-78.8698486328,111,2709.4
3/4/2015,17:52:52.984,38.4383463542,-78.8698730469,111,2432.83
3/4/2015,17:52:55.0,38.4383707682,-78.8698974609,111,2292.86
3/4/2015,17:52:56.984,38.4383911133,-78.8699300130,108,0.62
3/4/2015,17:53:0.0,38.4384155273,-78.8699625651,79,9373.71
3/4/2015,17:53:2.0,38.4384318034,-78.8699869792,111,0.62
3/4/2015,17:53:4.0,38.4384480794,-78.8699951172,110,8511.65
3/4/2015,17:53:6.0,38.4384684245,-78.8700113932,109,0.62
3/4/2015,17:53:8.984,38.4384887695,-78.8700520833,110,4492.09
3/4/2015,17:53:11.0,38.4385050456,-78.8700846354,113,21164.48
3/4/2015,17:53:12.984,38.4385131836,-78.8701090495,116,43746.46
3/4/2015,17:53:16.0,38.4385375977,-78.8701497396,116,11242.26
3/4/2015,17:53:18.0,38.4385538737,-78.8701741536,115,10615.34
3/4/2015,17:53:20.0,38.4385620117,-78.8702067057,112,7151.03
3/4/2015,17:53:22.0,38.4385742188,-78.8702311198,113,2854.47
3/4/2015,17:53:24.984,38.4385986328,-78.8702799479,112,0.62
3/4/2015,17:53:27.0,38.4386230469,-78.8703125000,109,0.62
3/4/2015,17:53:28.984,38.4386393229,-78.8703450521,113,0.62
3/4/2015,17:53:32.0,38.4386718750,-78.8703776042,114,10646.75
3/4/2015,17:53:34.0,38.4386881510,-78.8704020182,116,15820.31
3/4/2015,17:53:36.0,38.4387084961,-78.8704264323,115,5116.02
3/4/2015,17:53:38.0,38.4387207031,-78.8704589844,116,3273.75
3/4/2015,17:53:40.984,38.4387491862,-78.8704996745,114,47699.36
3/4/2015,17:53:43.0,38.4387736003,-78.8705322266,115,4870.64
3/4/2015,17:53:44.984,38.4387980143,-78.8705566406,118,18580.96
3/4/2015,17:53:48.0,38.4388264974,-78.8706054688,128,9992.57
3/4/2015,17:53:50.0,38.4388346354,-78.8706380208,129,9249.31
3/4/2015,17:53:52.0,38.4388427734,-78.8706624349,124,2864.93
3/4/2015,17:53:54.0,38.4388549805,-78.8706949870,121,480.17
3/4/2015,17:53:56.984,38.4388875326,-78.8707275391,128,8640.9
3/4/2015,17:53:59.0,38.4389200846,-78.8707438151,130,0.62
3/4/2015,17:54:0.984,38.4389567057,-78.8707600911,125,2662.05
3/4/2015,17:54:4.0,38.4390014648,-78.8707926432,118,5697.15
3/4/2015,17:54:6.0,38.4390096029,-78.8708251953,120,4715.88
3/4/2015,17:54:8.0,38.4390299479,-78.8708414714,117,9687.43
3/4/2015,17:54:10.0,38.4390421549,-78.8708658854,113,18880.09
3/4/2015,17:54:12.984,38.4390543620,-78.8708984375,118,26859.32
3/4/2015,17:54:15.0,38.4390543620,-78.8709228516,118,13914.41
3/4/2015,17:54:16.984,38.4390543620,-78.8709472656,115,3979.48
3/4/2015,17:54:20.0,38.4390584310,-78.8709879557,115,6288.4
3/4/2015,17:54:22.0,38.4390747070,-78.8710205078,113,6172.99
3/4/2015,17:54:24.0,38.4390828451,-78.8710530599,112,4815.3
3/4/2015,17:54:26.0,38.4390950521,-78.8710856120,120,12959.25
3/4/2015,17:54:28.984,38.4391113281,-78.8711181641,134,23114.96
3/4/2015,17:54:31.0,38.4391276042,-78.8711344401,138,10176.73
3/4/2015,17:54:32.984,38.4391398112,-78.8711425781,130,0.62
3/4/2015,17:54:36.0,38.4391682943,-78.8711669922,136,8032.57
3/4/2015,17:54:38.0,38.4391764323,-78.8712076823,145,5080.56
3/4/2015,17:54:40.0,38.4391845703,-78.8712320964,136,17476.1
3/4/2015,17:54:42.0,38.4392049154,-78.8712402344,130,1434.04
3/4/2015,17:54:44.984,38.4392252604,-78.8712483724,122,2587.02
3/4/2015,17:54:47.0,38.4392374674,-78.8712565104,118,0.62
3/4/2015,17:54:48.984,38.4392618815,-78.8712646484,111,3246.24
3/4/2015,17:54:52.0,38.4392903646,-78.8712727865,117,20039.01
3/4/2015,17:54:54.0,38.4393066406,-78.8713053385,123,20283.92
3/4/2015,17:54:56.0,38.4393269857,-78.8713297526,122,34741.97
3/4/2015,17:54:59.0,38.4393676758,-78.8713704427,122,0.62
3/4/2015,17:55:0.984,38.4393961589,-78.8713867188,121,30526.4
3/4/2015,17:55:3.0,38.4394165039,-78.8714111328,119,3433.89
3/4/2015,17:55:4.984,38.4394490560,-78.8714355469,121,11568.11
3/4/2015,17:55:8.0,38.4394897461,-78.8714680990,116,5892.18
3/4/2015,17:55:10.0,38.4395060221,-78.8714843750,115,10374.17
3/4/2015,17:55:12.0,38.4395263672,-78.8715087891,124,10787.09
3/4/2015,17:55:15.0,38.4395711263,-78.8715413411,146,8521.72
3/4/2015,17:55:16.984,38.4395833333,-78.8715576172,183,31256.29
3/4/2015,17:55:19.0,38.4396118164,-78.8715494792,193,13750.33
3/4/2015,17:55:20.984,38.4396362305,-78.8715820312,178,752.56
3/4/2015,17:55:24.0,38.4396647135,-78.8716145833,160,14627.58
3/4/2015,17:55:26.0,38.4396850586,-78.8716389974,144,0.62
3/4/2015,17:55:28.0,38.4397094727,-78.8716471354,136,8931.69
3/4/2015,17:55:31.0,38.4397542318,-78.8716715495,138,16638.05
3/4/2015,17:55:32.984,38.4397827148,-78.8717041016,121,0.62
3/4/2015,17:55:35.0,38.4398071289,-78.8717366536,121,10286.07
3/4/2015,17:55:36.984,38.4398234049,-78.8717610677,140,1962.61
3/4/2015,17:55:40.0,38.4398437500,-78.8717854818,166,6182.59
3/4/2015,17:55:42.0,38.4398640951,-78.8718098958,149,1913.18
3/4/2015,17:55:44.0,38.4398803711,-78.8718343099,143,2157.08
3/4/2015,17:55:47.0,38.4399129232,-78.8718831380,141,32899.95
3/4/2015,17:55:48.984,38.4399332682,-78.8719156901,132,7668.13
3/4/2015,17:55:51.0,38.4399536133,-78.8719401042,135,1882.3
3/4/2015,17:55:52.984,38.4399739583,-78.8719726562,133,9087.98
3/4/2015,17:55:56.0,38.4400024414,-78.8720133464,141,6677.64
3/4/2015,17:55:58.0,38.4400187174,-78.8720458984,135,532.31
3/4/2015,17:56:0.0,38.4400431315,-78.8720784505,125,5243.76
3/4/2015,17:56:3.0,38.4400716146,-78.8721354167,118,17408.46
3/4/2015,17:56:4.984,38.4400675456,-78.8721679688,121,4932.33
3/4/2015,17:56:7.0,38.4400512695,-78.8722086589,119,0.62
3/4/2015,17:56:8.984,38.4400187174,-78.8722493490,121,3449.57
3/4/2015,17:56:12.0,38.4400268555,-78.8723063151,127,16808.8
3/4/2015,17:56:14.0,38.4400472005,-78.8723388672,122,0.62
3/4/2015,17:56:16.0,38.4400797526,-78.8723632812,121,898.21
3/4/2015,17:56:19.0,38.4401163737,-78.8723795573,120,13611.73
3/4/2015,17:56:20.984,38.4401407878,-78.8723876953,114,6974.22
3/4/2015,17:56:23.0,38.4401529948,-78.8724039714,116,12714.72
3/4/2015,17:56:24.984,38.4401733398,-78.8724283854,116,15921.74
3/4/2015,17:56:28.0,38.4402018229,-78.8724690755,114,2765.6
3/4/2015,17:56:30.0,38.4402180990,-78.8725016276,113,7118.06
3/4/2015,17:56:32.0,38.4402343750,-78.8725423177,116,380.69
3/4/2015,17:56:35.0,38.4402669271,-78.8725911458,115,2516.35
3/4/2015,17:56:36.984,38.4402750651,-78.8726236979,120,5156.55
3/4/2015,17:56:39.0,38.4402832031,-78.8726481120,133,2752.44
3/4/2015,17:56:40.984,38.4402913411,-78.8726806641,136,2285.98
3/4/2015,17:56:44.0,38.4403157552,-78.8727132161,141,30652.73
3/4/2015,17:56:46.0,38.4403361003,-78.8727457682,144,27179.2
3/4/2015,17:56:48.0,38.4403605143,-78.8727783203,145,2755.8
3/4/2015,17:56:51.0,38.4403686523,-78.8728271484,126,27735.45
3/4/2015,17:56:52.984,38.4403889974,-78.8728678385,129,942.2
3/4/2015,17:56:55.0,38.4404012044,-78.8729003906,123,11512.05
3/4/2015,17:56:58.0,38.4404256185,-78.8729410807,118,0.62
3/4/2015,17:57:0.0,38.4404337565,-78.8729654948,119,5700.1
3/4/2015,17:57:2.0,38.4404500326,-78.8729899089,124,8881.36
3/4/2015,17:57:4.0,38.4404581706,-78.8730305990,124,755.71
3/4/2015,17:57:7.0,38.4404622396,-78.8730794271,125,6974.91
3/4/2015,17:57:8.984,38.4404581706,-78.8730957031,94,1166.35
3/4/2015,17:57:11.0,38.4404459635,-78.8731119792,135,0.62
3/4/2015,17:57:14.0,38.4404215495,-78.8731445312,77,17959.29
3/4/2015,17:57:16.0,38.4404093424,-78.8731608073,142,4457.79
3/4/2015,17:57:18.0,38.4403849284,-78.8731770833,150,2128.67
3/4/2015,17:57:20.0,38.4403564453,-78.8731852214,135,8750.89
3/4/2015,17:57:23.0,38.4403198242,-78.8732259115,129,2628.79
3/4/2015,17:57:24.984,38.4402913411,-78.8732584635,129,6590.8
3/4/2015,17:57:27.0,38.4402628581,-78.8732828776,155,12663.67
3/4/2015,17:57:30.0,38.4402180990,-78.8733072917,136,10595.66
3/4/2015,17:57:32.0,38.4401977539,-78.8733235677,147,9610.01
3/4/2015,17:57:34.0,38.4401733398,-78.8733479818,163,5122.38
3/4/2015,17:57:36.0,38.4401367188,-78.8733805339,208,17811.13
3/4/2015,17:57:39.0,38.4401082357,-78.8734212240,187,4029.92
3/4/2015,17:57:40.984,38.4400797526,-78.8734537760,157,11102.87
3/4/2015,17:57:43.0,38.4400512695,-78.8734781901,146,16489.09
3/4/2015,17:57:46.0,38.4400268555,-78.8734863281,146,0.62
3/4/2015,17:57:48.0,38.4400065104,-78.8735026042,142,15360.44
3/4/2015,17:57:50.0,38.4399902344,-78.8735188802,134,3156.3
3/4/2015,17:57:52.0,38.4399658203,-78.8735270182,131,0.62
3/4/2015,17:57:55.0,38.4399210612,-78.8735432943,134,3518.25
3/4/2015,17:57:56.984,38.4399007161,-78.8735677083,123,3381.03
2/4/2015,20:8:7.0,38.4317423503,-78.8623209635,203,0.62
2/4/2015,20:8:8.984,38.4317097982,-78.8623616536,28,0.62
2/4/2015,20:8:12.0,38.4316935221,-78.8623616536,124,0.62
2/4/2015,20:8:14.0,38.4316813151,-78.8623535156,89,0.62
2/4/2015,20:8:16.0,38.4316691081,-78.8623535156,141,0.62
2/4/2015,20:8:19.0,38.4316446940,-78.8623616536,151,0.62
2/4/2015,20:8:20.984,38.4316284180,-78.8623697917,137,6350.49
2/4/2015,20:8:23.0,38.4316243490,-78.8623616536,138,1790.56
2/4/2015,20:8:24.984,38.4316121419,-78.8623616536,126,0.62
2/4/2015,20:8:27.0,38.4316121419,-78.8623616536,134,0.62
2/4/2015,20:8:30.0,38.4315999349,-78.8623616536,139,0.62
2/4/2015,20:8:32.0,38.4315958659,-78.8623616536,172,0.62
2/4/2015,20:8:34.0,38.4315917969,-78.8623616536,112,0.62
2/4/2015,20:8:36.984,38.4315633138,-78.8623535156,32,0.62
2/4/2015,20:8:39.0,38.4315551758,-78.8623535156,100,0.62
2/4/2015,20:8:40.984,38.4315470378,-78.8623535156,110,0.62
2/4/2015,20:8:43.0,38.4315592448,-78.8623372396,255,0.62
2/4/2015,20:8:46.0,38.4315633138,-78.8623209635,265,0.62
2/4/2015,20:8:48.0,38.4315917969,-78.8622721354,60,0.62
2/4/2015,20:8:50.0,38.4316446940,-78.8621744792,147,0.62
2/4/2015,20:8:52.984,38.4317545573,-78.8620035807,141,0.62
2/4/2015,20:8:55.0,38.4329833984,-78.8616210938,123,0.62
2/4/2015,20:8:56.984,38.4332153320,-78.8615152995,123,0.62
2/4/2015,20:8:59.0,38.4332763672,-78.8614664714,124,0.62
2/4/2015,20:9:2.0,38.4332845052,-78.8614257812,243,0.62
2/4/2015,20:9:4.0,38.4332885742,-78.8613606771,98,0.62
2/4/2015,20:9:6.0,38.4333007812,-78.8613037109,232,2832.55
2/4/2015,20:9:8.984,38.4333007812,-78.8612223307,221,3401.75
2/4/2015,20:9:11.0,38.4333007812,-78.8611735026,69,3449.93
2/4/2015,20:9:12.984,38.4333048503,-78.8611246745,0,3084.65
2/4/2015,20:9:15.0,38.4333129883,-78.8610921224,261,0.62
2/4/2015,20:9:18.0,38.4333211263,-78.8610270182,87,0.62
2/4/2015,20:9:20.0,38.4333251953,-78.8609781901,140,0.62
2/4/2015,20:9:22.0,38.4333292643,-78.8609293620,127,0.62
2/4/2015,20:9:24.984,38.4333374023,-78.8608723958,61,0.62
2/4/2015,20:9:27.0,38.4333455404,-78.8608317057,182,0.62
2/4/2015,20:9:28.984,38.4333536784,-78.8607828776,83,0.62
2/4/2015,20:9:32.0,38.4333577474,-78.8607177734,139,0.62
2/4/2015,20:9:34.0,38.4333618164,-78.8606689453,120,0.62
2/4/2015,20:9:36.0,38.4333658854,-78.8606282552,65,0.62
2/4/2015,20:9:39.0,38.4333699544,-78.8605631510,38,0.62
2/4/2015,20:9:40.984,38.4333740234,-78.8605224609,97,2341.05
2/4/2015,20:9:43.0,38.4333943685,-78.8604654948,134,0.62
2/4/2015,20:9:46.0,38.4333943685,-78.8604329427,121,0.62
2/4/2015,20:9:48.0,38.4334187826,-78.8604085286,116,5702.22
2/4/2015,20:9:50.0,38.4334350586,-78.8603841146,108,3671.7
2/4/2015,20:9:52.0,38.4334472656,-78.8603597005,104,0.62
2/4/2015,20:9:55.0,38.4334838867,-78.8603271484,101,0.62
2/4/2015,20:9:56.984,38.4335083008,-78.8602945964,132,0.62
2/4/2015,20:9:59.0,38.4335367839,-78.8602945964,122,0.62
2/4/2015,20:10:2.0,38.4335530599,-78.8602864583,125,0.62
2/4/2015,20:10:4.0,38.4335734049,-78.8602864583,92,0.62
2/4/2015,20:10:6.0,38.4335937500,-78.8602783203,115,0.62
2/4/2015,20:10:8.984,38.4336181641,-78.8602620443,113,0.62
2/4/2015,20:10:11.0,38.4336385091,-78.8602539062,114,3121.21
2/4/2015,20:10:12.984,38.4336629232,-78.8602457682,115,0.62
2/4/2015,20:10:15.0,38.4336873372,-78.8602457682,125,0.62
2/4/2015,20:10:18.0,38.4337198893,-78.8602376302,130,0.62
2/4/2015,20:10:20.0,38.4337443034,-78.8602213542,113,0.62
2/4/2015,20:10:22.0,38.4337646484,-78.8602132161,113,0.62
2/4/2015,20:10:24.984,38.4338012695,-78.8602050781,113,0.62
2/4/2015,20:10:27.0,38.4338175456,-78.8601969401,110,0.62
2/4/2015,20:10:28.984,38.4338460286,-78.8601725260,94,0.62
2/4/2015,20:10:32.0,38.4338745117,-78.8601562500,113,0.62
2/4/2015,20:10:34.0,38.4338948568,-78.8601399740,125,2927.01
2/4/2015,20:10:36.0,38.4339233398,-78.8601318359,121,4372.87
2/4/2015,20:10:38.0,38.4339518229,-78.8601236979,112,1278.36
2/4/2015,20:10:40.984,38.4339803060,-78.8601318359,112,3415.03
2/4/2015,20:10:43.0,38.4340006510,-78.8601399740,120,394.16
2/4/2015,20:10:44.984,38.4340209961,-78.8601481120,147,0.62
2/4/2015,20:10:48.0,38.4340332031,-78.8601562500,147,0.62
2/4/2015,20:10:50.0,38.4340454102,-78.8601806641,132,0.62
2/4/2015,20:10:52.0,38.4340576172,-78.8602294922,137,0.62
2/4/2015,20:10:55.0,38.4340942383,-78.8602376302,131,0.62
2/4/2015,20:10:56.984,38.4341186523,-78.8602539062,127,0.62
2/4/2015,20:10:59.0,38.4341308594,-78.8602620443,112,0.62
2/4/2015,20:11:0.984,38.4341430664,-78.8602783203,116,0.62
2/4/2015,20:11:4.0,38.4341471354,-78.8602945964,116,0.62
2/4/2015,20:11:6.0,38.4341512044,-78.8603108724,116,3811.06
2/4/2015,20:11:8.0,38.4341471354,-78.8603027344,122,0.62
2/4/2015,20:11:11.0,38.4341512044,-78.8602945964,122,0.62
2/4/2015,20:11:12.984,38.4341634115,-78.8602945964,118,0.62
2/4/2015,20:11:15.0,38.4341634115,-78.8602783203,116,0.62
2/4/2015,20:11:18.0,38.4341512044,-78.8602376302,124,0.62
2/4/2015,20:11:20.0,38.4341430664,-78.8601969401,112,0.62
2/4/2015,20:11:22.0,38.4341430664,-78.8601806641,118,0.62
2/4/2015,20:11:24.0,38.4341430664,-78.8601481120,132,3849.9
2/4/2015,20:11:27.0,38.4341634115,-78.8601236979,145,1711.96
2/4/2015,20:11:28.984,38.4341959635,-78.8601399740,124,0.62
2/4/2015,20:11:31.0,38.4342244466,-78.8601318359,107,0.62
2/4/2015,20:11:34.0,38.4342569987,-78.8601236979,128,3338.61
2/4/2015,20:11:36.0,38.4342814128,-78.8601155599,115,2071.57
2/4/2015,20:11:38.0,38.4343098958,-78.8601155599,111,3753.33
2/4/2015,20:11:40.984,38.4343465169,-78.8601155599,127,2200.12
2/4/2015,20:11:43.0,38.4343668620,-78.8601318359,132,4446.82
2/4/2015,20:11:44.984,38.4343790690,-78.8601562500,119,0.62
2/4/2015,20:11:47.0,38.4343831380,-78.8601969401,135,0.62
2/4/2015,20:11:48.984,38.4343831380,-78.8602376302,119,0.62
2/4/2015,20:11:52.0,38.4343872070,-78.8602945964,86,0.62
2/4/2015,20:11:54.0,38.4343912760,-78.8603352865,157,891.18
2/4/2015,20:11:56.0,38.4343994141,-78.8603678385,116,0.62
2/4/2015,20:11:59.0,38.4343994141,-78.8604085286,241,3848.01
2/4/2015,20:12:0.984,38.4343953451,-78.8604410807,115,8495.34
2/4/2015,20:12:3.0,38.4343831380,-78.8604899089,107,0.62
2/4/2015,20:12:4.984,38.4343668620,-78.8605061849,57,0.62
2/4/2015,20:12:8.0,38.4343546549,-78.8605061849,100,0.62
2/4/2015,20:12:10.0,38.4343546549,-78.8604980469,95,0.62
2/4/2015,20:12:12.0,38.4343465169,-78.8604899089,118,0.62
2/4/2015,20:12:15.0,38.4343424479,-78.8604899089,115,0.62
2/4/2015,20:12:16.984,38.4343343099,-78.8604899089,120,0.62
2/4/2015,20:12:19.0,38.4343383789,-78.8604899089,96,0.62
2/4/2015,20:12:20.984,38.4343383789,-78.8604817708,147,0.62
2/4/2015,20:12:24.0,38.4343383789,-78.8604817708,71,0.62
2/4/2015,20:12:26.0,38.4343343099,-78.8604817708,129,19793.08
2/4/2015,20:12:28.0,38.4343343099,-78.8604817708,104,8606.89
2/4/2015,20:12:31.0,38.4343343099,-78.8604817708,137,10297.71
2/4/2015,20:12:36.984,38.4343383789,-78.8604736328,115,0.62
2/4/2015,20:14:28.0,38.4341430664,-78.8603027344,192,0.62
2/4/2015,20:14:31.0,38.4341308594,-78.8602294922,202,0.62
2/4/2015,20:14:32.984,38.4341389974,-78.8601969401,79,0.62
2/4/2015,20:14:35.0,38.4341267904,-78.8601562500,157,0.62
2/4/2015,20:14:38.0,38.4341145833,-78.8600911458,174,0.62
2/4/2015,20:14:40.0,38.4341308594,-78.8600585938,206,0.62
2/4/2015,20:14:42.0,38.4341389974,-78.8600179036,215,0.62
2/4/2015,20:14:44.0,38.4341552734,-78.8599853516,169,0.62
2/4/2015,20:14:47.0,38.4341756185,-78.8599365234,146,0.62
2/4/2015,20:14:48.984,38.4341918945,-78.8599121094,186,0.62
2/4/2015,20:14:51.0,38.4342041016,-78.8598714193,215,0.62
2/4/2015,20:14:54.0,38.4342244466,-78.8598144531,186,0.62
2/4/2015,20:14:56.0,38.4342366536,-78.8597737630,201,0.62
2/4/2015,20:14:58.0,38.4342529297,-78.8597493490,208,0.62
2/4/2015,20:15:0.0,38.4342692057,-78.8597167969,154,0.62
2/4/2015,20:15:3.0,38.4342814128,-78.8596598307,130,0.62
2/4/2015,20:15:4.984,38.4342936198,-78.8596272786,130,0.62
2/4/2015,20:15:7.0,38.4343098958,-78.8595947266,139,0.62
2/4/2015,20:15:8.984,38.4343180339,-78.8595540365,161,0.62
2/4/2015,20:15:12.0,38.4343302409,-78.8595052083,149,0.62
2/4/2015,20:15:14.0,38.4343465169,-78.8594726562,154,0.62
2/4/2015,20:15:16.0,38.4343587240,-78.8594482422,223,0.62
2/4/2015,20:15:19.0,38.4343790690,-78.8593994141,41,2276.04
2/4/2015,20:15:20.984,38.4343831380,-78.8593668620,83,4019.03
2/4/2015,20:15:23.0,38.4343790690,-78.8593343099,109,36.27
2/4/2015,20:15:26.0,38.4343790690,-78.8592773438,37,27.55
2/4/2015,20:15:28.0,38.4343750000,-78.8592447917,120,26.71
2/4/2015,20:15:30.0,38.4343750000,-78.8592041016,111,28.95
2/4/2015,20:15:32.0,38.4343709310,-78.8591715495,175,36.17
2/4/2015,20:15:35.0,38.4343750000,-78.8591064453,162,0.62
2/4/2015,20:15:36.984,38.4343750000,-78.8590738932,208,0.62
2/4/2015,20:15:39.0,38.4343750000,-78.8590413411,169,35.6
2/4/2015,20:15:42.0,38.4343790690,-78.8589925130,76,0.62
2/4/2015,20:15:44.0,38.4343750000,-78.8589518229,74,2678.96
2/4/2015,20:15:46.0,38.4343709310,-78.8589111328,85,3602.74
2/4/2015,20:15:48.0,38.4343709310,-78.8588704427,64,3599.06
2/4/2015,20:15:51.0,38.4343668620,-78.8588053385,191,3161.79
2/4/2015,20:15:52.984,38.4343668620,-78.8587646484,226,2268.24
2/4/2015,20:15:55.0,38.4343627930,-78.8587320964,198,3269.63
2/4/2015,20:15:58.0,38.4343587240,-78.8586751302,230,0.62
2/4/2015,20:16:0.0,38.4343587240,-78.8586425781,134,0.62
2/4/2015,20:16:2.0,38.4343668620,-78.8586018880,62,2252.77
2/4/2015,20:16:4.984,38.4343709310,-78.8585449219,119,1294.37
